DateTime, Transaction, LineID.From, LineID.To, Duration, Charge, HandsetID.From, HandsetModel.From
2005-01-03 16:45:34,call,64,7,470,1457.0,64,nokia-1200
2005-01-03 16:58:55,balance inquiry,40,,,0,40,nokia-1100
2005-01-03 17:01:23,call,38,12,985,3053.5,38,nokia-1100
2005-01-03 17:02:42,topup,91,,,-500,91,motorola-c113
2005-01-03 17:12:11,call,43,6,483,1497.3,43,nokia-1200
2005-01-03 17:13:57,call,38,12,112,347.2,38,nokia-1100
2005-01-03 17:17:45,call,24,77,407,1261.7,24,nokia-1200
2005-01-03 17:26:01,call,6,86,112,347.2,6,nokia-1200
2005-01-03 17:37:12,call,14,75,70,217.0,14,nokia-1200
2005-01-03 17:44:22,call,64,7,503,1559.3,64,nokia-1200
2005-01-03 17:57:26,call,41,54,673,2086.3,41,nokia-1200
2005-01-03 18:02:02,call,82,34,868,2690.8,82,motorola-c113
2005-01-03 18:23:25,call,32,23,376,1165.6,32,blackberry curve
2005-01-03 18:39:02,call,9,63,290,899.0,9,motorola-c113
2005-01-03 18:50:53,sms,96,80,,50,96,nokia-1100
2005-01-03 19:05:25,call,36,59,688,2132.8,36,nokia-1100
2005-01-03 19:20:33,call,76,48,657,2036.7,76,blackberry curve
2005-01-03 19:33:15,call,55,26,447,1385.7,55,nokia-1100
2005-01-03 19:36:07,call,93,1,346,1072.6,93,nokia-1200
2005-01-03 19:59:19,call,75,57,77,238.7,75,nokia-1200
2005-01-03 20:08:54,call,82,64,387,1199.7,82,motorola-c113
2005-01-03 20:11:31,call,87,0,96,297.6,87,blackberry curve
2005-01-03 20:17:23,call,62,9,465,1441.5,62,motorola-c113
2005-01-03 20:39:25,call,90,62,225,697.5,90,nokia-1100
2005-01-03 20:42:13,topup,82,,,-500,82,motorola-c113
2005-01-03 20:58:27,call,1,6,128,396.8,1,motorola-c113
2005-01-03 21:00:50,call,36,32,308,954.8,36,nokia-1100
2005-01-03 21:36:19,call,13,4,590,1829.0,13,nokia-1100
2005-01-03 21:51:28,call,54,15,431,1336.1,54,nokia-1100
2005-01-03 22:16:11,call,15,1,162,502.2,15,motorola-c113
2005-01-03 22:30:30,sms,15,68,,50,15,motorola-c113
2005-01-03 22:41:08,call,55,91,17,52.7,55,nokia-1100
2005-01-03 22:46:29,call,17,40,38,117.8,17,nokia-1200
2005-01-03 23:03:38,call,86,32,147,455.7,86,motorola-c113
2005-01-03 23:13:31,call,46,21,12,37.2,46,motorola-c113
2005-01-03 23:28:52,call,6,1,1383,4287.3,6,nokia-1200
2005-01-03 23:30:18,balance inquiry,30,,,0,30,nokia-1100
2005-01-03 23:39:55,call,31,96,163,505.3,31,motorola-c113
2005-01-04 00:04:27,balance inquiry,6,,,0,6,nokia-1200
2005-01-04 00:19:44,call,9,6,269,833.9,9,motorola-c113
2005-01-04 00:29:21,balance inquiry,30,,,0,30,nokia-1100
2005-01-04 00:32:19,call,6,86,181,561.1,6,nokia-1200
2005-01-04 00:32:26,call,88,27,534,1655.4,88,nokia-1200
2005-01-04 00:47:41,call,17,5,106,328.6,17,nokia-1200
2005-01-04 00:59:57,call,89,1,433,1342.3,89,motorola-c113
2005-01-04 01:03:50,call,67,48,701,2173.1,67,blackberry curve
2005-01-04 01:12:35,call,62,61,115,356.5,62,motorola-c113
2005-01-04 01:20:37,call,77,15,91,282.1,77,motorola-c113
2005-01-04 01:24:13,call,77,34,421,1305.1,77,motorola-c113
2005-01-04 01:51:34,call,31,90,657,2036.7,31,motorola-c113
2005-01-04 02:01:43,call,16,2,1421,4405.1,16,nokia-1100
2005-01-04 02:17:53,call,51,26,75,232.5,51,motorola-c113
2005-01-04 02:29:21,call,30,82,406,1258.6,30,nokia-1100
2005-01-04 02:31:47,call,17,93,59,182.9,17,nokia-1200
2005-01-04 03:07:17,call,83,13,167,517.7,83,nokia-1100
2005-01-04 03:23:01,call,67,34,44,136.4,67,blackberry curve
2005-01-04 03:31:10,call,30,27,740,2294.0,30,nokia-1100
2005-01-04 03:39:43,call,36,32,233,722.3,36,nokia-1100
2005-01-04 03:54:16,balance inquiry,57,,,0,57,nokia-1100
2005-01-04 04:10:15,call,65,20,16,49.6,65,nokia-1200
2005-01-04 04:22:50,call,6,29,848,2628.8,6,nokia-1200
2005-01-04 04:50:08,call,77,24,156,483.6,77,motorola-c113
2005-01-04 04:55:02,call,26,43,300,930.0,26,motorola-c113
2005-01-04 05:05:02,topup,10,,,-500,10,blackberry curve
2005-01-04 05:20:45,call,96,76,595,1844.5,96,nokia-1100
2005-01-04 05:37:29,topup,38,,,-500,38,nokia-1100
2005-01-04 05:48:21,call,40,11,58,179.8,40,nokia-1100
2005-01-04 05:50:44,call,74,10,783,2427.3,74,nokia-1200
2005-01-04 05:53:54,call,47,4,193,598.3,47,motorola-c113
2005-01-04 06:16:35,call,8,15,521,1615.1,8,motorola-c113
2005-01-04 06:47:46,call,78,60,6,18.6,78,nokia-1200
2005-01-04 06:56:07,call,85,51,156,483.6,85,nokia-1200
2005-01-04 07:09:53,call,81,22,412,1277.2,81,nokia-1100
2005-01-04 07:11:39,sms,84,59,,50,84,motorola-c113
2005-01-04 07:19:51,call,48,43,63,195.3,48,nokia-1200
2005-01-04 07:30:53,call,20,58,188,582.8,20,motorola-c113
2005-01-04 07:43:22,call,20,10,698,2163.8,20,motorola-c113
2005-01-04 07:45:25,sms,4,41,,50,4,nokia-1100
2005-01-04 07:58:20,call,26,4,1199,3716.9,26,motorola-c113
2005-01-04 08:00:10,call,63,46,67,207.7,63,nokia-1100
2005-01-04 08:09:35,call,0,87,518,1605.8,0,blackberry curve
2005-01-04 08:15:30,call,90,24,4,12.4,90,nokia-1100
2005-01-04 08:24:40,call,35,48,463,1435.3,35,nokia-1200
2005-01-04 08:26:01,call,40,33,85,263.5,40,nokia-1100
2005-01-04 08:41:36,balance inquiry,80,,,0,80,nokia-1200
2005-01-04 08:50:48,call,69,48,261,809.1,69,motorola-c113
2005-01-04 09:06:06,call,18,15,251,778.1,18,nokia-1200
2005-01-04 09:17:17,call,40,17,236,731.6,40,nokia-1100
2005-01-04 09:23:41,call,1,0,521,1615.1,1,motorola-c113
2005-01-04 09:33:16,call,28,2,511,1584.1,28,motorola-c113
2005-01-04 09:36:31,call,93,47,307,951.7,93,nokia-1200
2005-01-04 09:42:14,call,9,63,194,601.4,9,motorola-c113
2005-01-04 09:43:56,call,46,21,569,1763.9,46,motorola-c113
2005-01-04 09:58:59,call,58,20,30,93.0,58,motorola-c113
2005-01-04 10:13:39,sms,24,42,,50,24,nokia-1200
2005-01-04 10:41:02,call,71,47,160,496.0,71,nokia-1100
2005-01-04 10:53:03,call,7,4,253,784.3,7,motorola-c113
2005-01-04 11:03:34,sms,58,67,,50,58,motorola-c113
2005-01-04 11:06:26,call,26,11,256,793.6,26,motorola-c113
2005-01-04 11:17:30,call,98,53,54,167.4,98,blackberry curve
2005-01-04 11:45:49,call,70,66,1026,3180.6,70,motorola-c113
2005-01-04 11:46:15,call,43,6,226,700.6,43,nokia-1200
2005-01-04 11:49:09,call,96,31,649,2011.9,96,nokia-1100
2005-01-04 12:04:45,call,41,4,323,1001.3,41,nokia-1200
2005-01-04 12:18:03,call,20,7,69,213.9,20,motorola-c113
2005-01-04 12:19:05,call,32,33,261,809.1,32,blackberry curve
2005-01-04 12:22:05,call,57,15,189,585.9,57,nokia-1100
2005-01-04 12:28:21,sms,98,7,,50,98,blackberry curve
2005-01-04 12:34:37,call,6,29,206,638.6,6,nokia-1200
2005-01-04 12:38:52,call,21,16,196,607.6,21,nokia-1200
2005-01-04 12:42:17,call,43,26,193,598.3,43,nokia-1200
2005-01-04 12:45:37,call,93,17,569,1763.9,93,nokia-1200
2005-01-04 12:51:38,call,20,6,430,1333.0,20,motorola-c113
2005-01-04 13:19:21,call,96,14,187,579.7,96,nokia-1100
2005-01-04 13:29:54,call,43,26,951,2948.1,43,nokia-1200
2005-01-04 13:37:06,call,12,5,476,1475.6,12,motorola-c113
2005-01-04 13:40:11,call,93,47,175,542.5,93,nokia-1200
2005-01-04 13:42:13,call,50,49,336,1041.6,50,nokia-1100
2005-01-04 14:00:25,call,1,2,988,3062.8,1,motorola-c113
2005-01-04 14:10:37,call,48,5,9,27.9,48,nokia-1200
2005-01-04 14:22:06,sms,89,1,,50,89,motorola-c113
2005-01-04 14:42:38,call,88,61,362,1122.2,88,nokia-1200
2005-01-04 14:53:17,call,34,24,28,86.8,34,nokia-1100
2005-01-04 15:10:18,call,53,20,360,1116.0,53,motorola-c113
2005-01-04 15:21:29,balance inquiry,48,,,0,48,nokia-1200
2005-01-04 15:37:03,call,1,29,304,942.4,1,motorola-c113
2005-01-04 15:44:18,call,59,9,191,592.1,59,nokia-1200
2005-01-04 15:58:08,call,63,46,301,933.1,63,nokia-1100
2005-01-04 16:10:34,call,80,21,278,861.8,80,nokia-1200
2005-01-04 16:24:20,sms,86,43,,50,86,motorola-c113
2005-01-04 16:41:51,call,74,31,967,2997.7,74,nokia-1200
2005-01-04 16:47:05,balance inquiry,59,,,0,59,nokia-1200
2005-01-04 16:53:31,balance inquiry,8,,,0,8,motorola-c113
2005-01-04 17:06:43,call,48,31,286,886.6,48,nokia-1200
2005-01-04 17:18:41,call,73,23,126,390.6,73,blackberry curve
2005-01-04 17:30:10,call,23,11,147,455.7,23,motorola-c113
2005-01-04 17:59:25,sms,30,82,,50,30,nokia-1100
2005-01-04 18:12:49,call,78,60,1203,3729.3,78,nokia-1200
2005-01-04 18:26:57,call,79,10,464,1438.4,79,nokia-1100
2005-01-04 18:33:12,call,6,1,1285,3983.5,6,nokia-1200
2005-01-04 18:51:46,call,67,41,568,1760.8,67,blackberry curve
2005-01-04 19:07:42,call,5,23,975,3022.5,5,nokia-1200
2005-01-04 19:19:36,call,8,79,6,18.6,8,motorola-c113
2005-01-04 19:30:02,topup,70,,,-1000,70,motorola-c113
2005-01-04 19:43:43,topup,4,,,-1000,4,nokia-1100
2005-01-04 19:47:19,call,59,88,409,1267.9,59,nokia-1200
2005-01-04 19:52:04,call,1,52,343,1063.3,1,motorola-c113
2005-01-04 20:07:02,call,8,79,2,6.2,8,motorola-c113
2005-01-04 20:07:16,balance inquiry,19,,,0,19,nokia-1200
2005-01-04 20:26:26,call,70,66,178,551.8,70,motorola-c113
2005-01-04 20:36:51,call,11,63,999,3096.9,11,motorola-c113
2005-01-04 20:46:49,call,17,93,625,1937.5,17,nokia-1200
2005-01-04 20:59:32,call,28,12,121,375.1,28,motorola-c113
2005-01-04 21:09:43,call,48,33,53,164.3,48,nokia-1200
2005-01-04 21:12:59,balance inquiry,53,,,0,53,motorola-c113
2005-01-04 21:14:34,sms,61,0,,50,61,nokia-1100
2005-01-04 21:27:42,sms,82,34,,50,82,motorola-c113
2005-01-04 21:44:21,call,49,5,80,248.0,49,motorola-c113
2005-01-04 21:59:09,topup,54,,,-500,54,nokia-1100
2005-01-04 22:04:56,call,40,33,602,1866.2,40,nokia-1100
2005-01-04 22:10:56,call,56,54,716,2219.6,56,motorola-c113
2005-01-04 22:14:19,sms,49,5,,50,49,motorola-c113
2005-01-04 22:38:13,call,89,1,355,1100.5,89,motorola-c113
2005-01-04 22:48:22,call,81,22,507,1571.7,81,nokia-1100
2005-01-04 22:59:54,call,78,60,98,303.8,78,nokia-1200
2005-01-04 23:19:51,call,38,2,335,1038.5,38,nokia-1100
2005-01-04 23:36:22,topup,23,,,-1000,23,motorola-c113
2005-01-04 23:39:25,call,7,1,1426,4420.6,7,motorola-c113
2005-01-04 23:57:10,call,74,31,346,1072.6,74,nokia-1200
2005-01-05 00:07:15,call,39,24,426,1320.6,39,blackberry curve
2005-01-05 00:09:28,call,30,3,497,1540.7,30,nokia-1100
2005-01-05 00:43:51,balance inquiry,31,,,0,31,motorola-c113
2005-01-05 00:52:05,call,32,36,386,1196.6,32,blackberry curve
2005-01-05 01:06:02,call,45,32,250,775.0,45,nokia-1100
2005-01-05 01:28:56,call,86,43,328,1016.8,86,motorola-c113
2005-01-05 01:51:51,call,54,15,372,1153.2,54,nokia-1100
2005-01-05 02:14:38,call,73,23,10,31.0,73,blackberry curve
2005-01-05 02:22:21,balance inquiry,38,,,0,38,nokia-1100
2005-01-05 02:24:20,call,33,91,178,551.8,33,blackberry curve
2005-01-05 02:33:28,call,21,12,395,1224.5,21,nokia-1200
2005-01-05 03:09:16,topup,35,,,-10000,35,nokia-1200
2005-01-05 03:49:42,balance inquiry,16,,,0,16,nokia-1100
2005-01-05 04:03:04,call,91,77,143,443.3,91,motorola-c113
2005-01-05 04:37:35,call,6,23,724,2244.4,6,nokia-1200
2005-01-05 05:17:32,call,81,22,296,917.6,81,nokia-1100
2005-01-05 05:30:42,sms,23,29,,50,23,motorola-c113
2005-01-05 05:44:04,call,23,5,30,93.0,23,motorola-c113
2005-01-05 06:00:54,call,15,48,442,1370.2,15,motorola-c113
2005-01-05 06:32:43,call,65,22,133,412.3,65,nokia-1200
2005-01-05 06:40:45,call,41,10,22,68.2,41,nokia-1200
2005-01-05 06:55:15,sms,27,5,,50,27,nokia-1100
2005-01-05 06:58:12,call,37,20,584,1810.4,37,motorola-c113
2005-01-05 07:12:20,call,22,18,177,548.7,22,nokia-1100
2005-01-05 07:18:20,call,1,52,234,725.4,1,motorola-c113
2005-01-05 07:31:56,sms,35,58,,50,35,nokia-1200
2005-01-05 07:44:42,topup,74,,,-500,74,nokia-1200
2005-01-05 08:11:12,call,7,1,104,322.4,7,motorola-c113
2005-01-05 08:20:16,call,2,0,394,1221.4,2,nokia-1200
2005-01-05 08:31:05,call,53,20,188,582.8,53,motorola-c113
2005-01-05 08:36:23,call,4,7,39,120.9,4,nokia-1100
2005-01-05 09:15:26,call,46,21,1541,4777.1,46,motorola-c113
2005-01-05 09:27:17,call,54,80,307,951.7,54,nokia-1100
2005-01-05 09:39:01,call,58,5,115,356.5,58,motorola-c113
2005-01-05 09:52:42,call,30,5,531,1646.1,30,nokia-1100
2005-01-05 10:01:24,topup,24,,,-500,24,nokia-1200
2005-01-05 10:06:40,sms,22,55,,50,22,nokia-1100
2005-01-05 10:27:59,call,27,5,273,846.3,27,nokia-1100
2005-01-05 10:57:06,sms,31,73,,50,31,motorola-c113
2005-01-05 11:13:32,call,48,31,1358,4209.8,48,nokia-1200
2005-01-05 11:17:58,call,93,72,554,1717.4,93,nokia-1200
2005-01-05 11:20:52,sms,55,22,,50,55,nokia-1100
2005-01-05 11:38:38,topup,52,,,-500,52,nokia-1200
2005-01-05 11:44:06,call,56,54,160,496.0,56,motorola-c113
2005-01-05 11:48:00,call,23,6,1163,3605.3,23,motorola-c113
2005-01-05 11:52:58,call,59,40,72,223.2,59,nokia-1200
2005-01-05 12:18:34,call,52,1,633,1962.3,52,nokia-1200
2005-01-05 12:21:08,call,97,34,161,499.1,97,motorola-c113
2005-01-05 12:35:52,topup,59,,,-500,59,nokia-1200
2005-01-05 12:45:57,call,40,20,96,297.6,40,nokia-1100
2005-01-05 13:04:17,call,23,4,232,719.2,23,motorola-c113
2005-01-05 13:16:38,call,88,61,168,520.8,88,nokia-1200
2005-01-05 13:30:31,call,46,21,81,251.1,46,motorola-c113
2005-01-05 13:59:53,call,56,54,14,43.4,56,motorola-c113
2005-01-05 14:02:44,call,30,19,8,24.8,30,nokia-1100
2005-01-05 14:14:07,balance inquiry,27,,,0,27,nokia-1100
2005-01-05 14:42:08,call,30,82,599,1856.9,30,nokia-1100
2005-01-05 14:50:06,call,36,32,355,1100.5,36,nokia-1100
2005-01-05 15:03:32,call,23,41,133,412.3,23,motorola-c113
2005-01-05 15:08:19,call,77,28,47,145.7,77,motorola-c113
2005-01-05 15:15:45,call,88,27,55,170.5,88,nokia-1200
2005-01-05 15:16:53,call,40,88,475,1472.5,40,nokia-1100
2005-01-05 15:31:37,sms,6,86,,50,6,nokia-1200
2005-01-05 15:59:38,call,54,15,142,440.2,54,nokia-1100
2005-01-05 16:08:18,call,23,4,66,204.6,23,motorola-c113
2005-01-05 16:16:40,topup,23,,,-500,23,motorola-c113
2005-01-05 16:29:08,call,34,67,203,629.3,34,nokia-1100
2005-01-05 16:33:32,call,8,4,599,1856.9,8,motorola-c113
2005-01-05 16:49:40,call,58,20,453,1404.3,58,motorola-c113
2005-01-05 16:55:46,call,38,1,85,263.5,38,nokia-1100
2005-01-05 16:57:58,call,35,14,586,1816.6,35,nokia-1200
2005-01-05 17:01:12,balance inquiry,23,,,0,23,motorola-c113
2005-01-05 17:14:52,balance inquiry,42,,,0,42,nokia-1100
2005-01-05 17:16:31,call,7,4,1702,5276.2,7,motorola-c113
2005-01-05 17:17:48,call,69,48,195,604.5,69,motorola-c113
2005-01-05 18:08:42,call,13,83,262,812.2,13,nokia-1100
2005-01-05 18:36:42,topup,23,,,-500,23,motorola-c113
2005-01-05 18:53:54,call,14,33,64,198.4,14,nokia-1200
2005-01-05 19:18:43,call,31,96,1008,3124.8,31,motorola-c113
2005-01-05 19:20:10,call,13,11,159,492.9,13,nokia-1100
2005-01-05 19:20:17,call,88,59,1202,3726.2,88,nokia-1200
2005-01-05 19:35:20,call,14,33,109,337.9,14,nokia-1200
2005-01-05 19:47:29,call,3,17,902,2796.2,3,nokia-1100
2005-01-05 20:00:17,topup,26,,,-2000,26,motorola-c113
2005-01-05 20:08:21,call,59,40,235,728.5,59,nokia-1200
2005-01-05 20:19:15,call,35,58,295,914.5,35,nokia-1200
2005-01-05 20:34:28,topup,9,,,-2000,9,motorola-c113
2005-01-05 20:40:26,call,62,49,362,1122.2,62,motorola-c113
2005-01-05 21:01:19,call,6,11,236,731.6,6,nokia-1200
2005-01-05 21:12:27,call,21,15,29,89.9,21,nokia-1200
2005-01-05 21:17:14,topup,30,,,-5000,30,nokia-1100
2005-01-05 21:33:50,call,64,7,102,316.2,64,nokia-1200
2005-01-05 21:46:07,call,10,1,1532,4749.2,10,blackberry curve
2005-01-05 21:58:24,topup,96,,,-1000,96,nokia-1100
2005-01-05 22:26:20,call,14,33,330,1023.0,14,nokia-1200
2005-01-05 22:39:11,call,7,4,10,31.0,7,motorola-c113
2005-01-05 22:45:16,call,42,24,339,1050.9,42,nokia-1100
2005-01-05 23:23:35,topup,7,,,-10000,7,motorola-c113
2005-01-05 23:27:10,topup,61,,,-500,61,nokia-1100
2005-01-05 23:28:09,call,16,21,57,176.7,16,nokia-1100
2005-01-05 23:43:29,call,32,11,22,68.2,32,blackberry curve
2005-01-05 23:58:27,sms,72,93,,50,72,nokia-1100
2005-01-05 23:58:38,call,79,8,60,186.0,79,nokia-1100
2005-01-06 00:03:04,call,67,58,1333,4132.3,67,blackberry curve
2005-01-06 00:22:27,call,29,26,348,1078.8,29,motorola-c113
2005-01-06 00:31:42,call,49,62,295,914.5,49,motorola-c113
2005-01-06 00:43:54,call,48,35,28,86.8,48,nokia-1200
2005-01-06 01:08:00,call,51,39,282,874.2,51,motorola-c113
2005-01-06 01:09:39,sms,3,30,,50,3,nokia-1100
2005-01-06 01:50:16,call,8,5,475,1472.5,8,motorola-c113
2005-01-06 02:13:16,call,1,15,122,378.2,1,motorola-c113
2005-01-06 02:24:30,call,63,11,98,303.8,63,nokia-1100
2005-01-06 02:50:37,call,30,27,38,117.8,30,nokia-1100
2005-01-06 03:01:41,call,67,41,406,1258.6,67,blackberry curve
2005-01-06 03:24:46,call,68,8,575,1782.5,68,nokia-1200
2005-01-06 03:47:10,call,9,0,1645,5099.5,9,motorola-c113
2005-01-06 04:03:32,call,56,54,679,2104.9,56,motorola-c113
2005-01-06 04:14:31,call,79,22,50,155.0,79,nokia-1100
2005-01-06 05:01:40,balance inquiry,30,,,0,30,nokia-1100
2005-01-06 05:08:32,call,29,6,528,1636.8,29,motorola-c113
2005-01-06 05:25:42,call,19,7,213,660.3,19,nokia-1200
2005-01-06 05:27:32,call,58,46,42,130.2,58,motorola-c113
2005-01-06 05:31:25,topup,88,,,-1000,88,nokia-1200
2005-01-06 05:37:39,call,10,2,574,1779.4,10,blackberry curve
2005-01-06 05:40:44,call,34,24,604,1872.4,34,nokia-1100
2005-01-06 05:42:29,call,77,24,239,740.9,77,motorola-c113
2005-01-06 05:44:11,call,53,7,187,579.7,53,motorola-c113
2005-01-06 05:53:34,topup,83,,,-5000,83,nokia-1100
2005-01-06 06:03:00,sms,49,5,,50,49,motorola-c113
2005-01-06 06:03:33,call,88,27,675,2092.5,88,nokia-1200
2005-01-06 06:19:45,balance inquiry,24,,,0,24,nokia-1200
2005-01-06 06:29:45,call,7,20,105,325.5,7,motorola-c113
2005-01-06 06:34:34,sms,46,5,,50,46,motorola-c113
2005-01-06 06:34:34,call,16,0,1360,4216.0,16,nokia-1100
2005-01-06 07:03:57,call,39,24,604,1872.4,39,blackberry curve
2005-01-06 07:11:26,call,15,68,356,1103.6,15,motorola-c113
2005-01-06 07:30:56,sms,22,55,,50,22,nokia-1100
2005-01-06 07:59:25,call,21,12,98,303.8,21,nokia-1200
2005-01-06 08:03:34,call,23,73,581,1801.1,23,motorola-c113
2005-01-06 08:21:48,call,44,38,637,1974.7,44,nokia-1200
2005-01-06 08:38:11,call,23,4,116,359.6,23,motorola-c113
2005-01-06 08:50:54,balance inquiry,7,,,0,7,motorola-c113
2005-01-06 08:52:57,call,32,5,79,244.9,32,blackberry curve
2005-01-06 09:14:44,sms,84,59,,50,84,motorola-c113
2005-01-06 09:23:15,call,1,93,159,492.9,1,motorola-c113
2005-01-06 09:31:15,call,36,2,469,1453.9,36,nokia-1100
2005-01-06 09:32:06,call,12,5,2,6.2,12,motorola-c113
2005-01-06 09:57:40,call,15,48,448,1388.8,15,motorola-c113
2005-01-06 10:03:04,call,70,66,1070,3317.0,70,motorola-c113
2005-01-06 10:47:33,call,12,21,799,2476.9,12,motorola-c113
2005-01-06 10:48:13,call,26,8,137,424.7,26,motorola-c113
2005-01-06 11:01:09,call,5,8,445,1379.5,5,nokia-1200
2005-01-06 11:25:04,call,71,3,249,771.9,71,nokia-1100
2005-01-06 11:30:24,call,32,23,192,595.2,32,blackberry curve
2005-01-06 12:01:28,call,80,54,773,2396.3,80,nokia-1200
2005-01-06 12:15:14,call,48,35,607,1881.7,48,nokia-1200
2005-01-06 12:30:31,call,5,8,18,55.8,5,nokia-1200
2005-01-06 12:40:37,call,6,41,117,362.7,6,nokia-1200
2005-01-06 12:58:47,call,72,40,249,771.9,72,nokia-1100
2005-01-06 13:19:14,call,73,50,588,1822.8,73,blackberry curve
2005-01-06 13:47:36,call,30,27,851,2638.1,30,nokia-1100
2005-01-06 13:55:04,topup,59,,,-500,59,nokia-1200
2005-01-06 13:59:54,call,54,15,878,2721.8,54,nokia-1100
2005-01-06 14:24:52,call,11,6,878,2721.8,11,motorola-c113
2005-01-06 14:28:34,sms,3,43,,50,3,nokia-1100
2005-01-06 14:44:08,call,24,77,5,15.5,24,nokia-1200
2005-01-06 15:02:24,sms,8,15,,50,8,motorola-c113
2005-01-06 15:21:30,call,54,80,91,282.1,54,nokia-1100
2005-01-06 15:32:25,call,40,3,132,409.2,40,nokia-1100
2005-01-06 15:39:51,topup,69,,,-1000,69,motorola-c113
2005-01-06 15:59:24,sms,88,63,,50,88,nokia-1200
2005-01-06 16:15:35,call,43,48,609,1887.9,43,nokia-1200
2005-01-06 16:20:54,balance inquiry,9,,,0,9,motorola-c113
2005-01-06 16:31:49,call,3,30,475,1472.5,3,nokia-1100
2005-01-06 16:38:13,call,56,54,328,1016.8,56,motorola-c113
2005-01-06 16:39:14,balance inquiry,96,,,0,96,nokia-1100
2005-01-06 16:45:06,call,40,33,187,579.7,40,nokia-1100
2005-01-06 17:01:42,call,9,0,753,2334.3,9,motorola-c113
2005-01-06 17:27:41,call,74,31,89,275.9,74,nokia-1200
2005-01-06 17:42:55,call,88,59,195,604.5,88,nokia-1200
2005-01-06 17:56:58,balance inquiry,9,,,0,9,motorola-c113
2005-01-06 18:10:35,topup,63,,,-500,63,nokia-1100
2005-01-06 18:21:18,call,23,3,773,2396.3,23,motorola-c113
2005-01-06 18:32:20,call,41,57,995,3084.5,41,nokia-1200
2005-01-06 19:03:01,call,46,5,1770,5487.0,46,motorola-c113
2005-01-06 19:13:34,balance inquiry,21,,,0,21,nokia-1200
2005-01-06 19:42:44,call,88,63,518,1605.8,88,nokia-1200
2005-01-06 19:52:57,call,52,1,799,2476.9,52,nokia-1200
2005-01-06 20:27:38,call,59,46,119,368.9,59,nokia-1200
2005-01-06 20:52:53,call,58,67,256,793.6,58,motorola-c113
2005-01-06 20:59:33,call,54,41,510,1581.0,54,nokia-1100
2005-01-06 21:23:58,call,96,14,411,1274.1,96,nokia-1100
2005-01-06 21:31:53,call,54,80,139,430.9,54,nokia-1100
2005-01-06 21:35:23,call,57,1,74,229.4,57,nokia-1100
2005-01-06 21:46:55,call,29,26,264,818.4,29,motorola-c113
2005-01-06 22:17:30,call,38,1,528,1636.8,38,nokia-1100
2005-01-06 22:35:16,call,98,7,399,1236.9,98,blackberry curve
2005-01-06 23:05:56,balance inquiry,69,,,0,69,motorola-c113
2005-01-06 23:09:57,sms,40,33,,50,40,nokia-1100
2005-01-06 23:13:04,call,43,48,236,731.6,43,nokia-1200
2005-01-06 23:28:46,balance inquiry,41,,,0,41,nokia-1200
2005-01-06 23:35:30,call,88,63,641,1987.1,88,nokia-1200
2005-01-06 23:36:36,call,67,58,305,945.5,67,blackberry curve
2005-01-06 23:57:39,call,97,54,247,765.7,97,motorola-c113
2005-01-07 00:19:52,call,69,48,97,300.7,69,motorola-c113
2005-01-07 00:56:39,call,91,33,897,2780.7,91,motorola-c113
2005-01-07 01:19:13,balance inquiry,8,,,0,8,motorola-c113
2005-01-07 01:27:18,call,62,49,54,167.4,62,motorola-c113
2005-01-07 01:51:36,call,49,5,78,241.8,49,motorola-c113
2005-01-07 01:52:14,call,54,80,1017,3152.7,54,nokia-1100
2005-01-07 02:13:10,call,15,14,187,579.7,15,motorola-c113
2005-01-07 02:27:10,call,26,4,343,1063.3,26,motorola-c113
2005-01-07 02:36:43,call,48,43,6,18.6,48,nokia-1200
2005-01-07 03:01:54,call,82,30,338,1047.8,82,motorola-c113
2005-01-07 03:07:50,call,46,5,395,1224.5,46,motorola-c113
2005-01-07 03:17:40,call,22,55,150,465.0,22,nokia-1100
2005-01-07 04:20:49,balance inquiry,13,,,0,13,nokia-1100
2005-01-07 04:55:25,call,15,14,433,1342.3,15,motorola-c113
2005-01-07 05:02:42,call,27,88,266,824.6,27,nokia-1100
2005-01-07 05:12:48,call,65,20,268,830.8,65,nokia-1200
2005-01-07 05:28:51,call,43,6,15,46.5,43,nokia-1200
2005-01-07 05:35:02,sms,65,22,,50,65,nokia-1200
2005-01-07 06:07:29,call,86,43,356,1103.6,86,motorola-c113
2005-01-07 06:10:04,call,22,12,130,403.0,22,nokia-1100
2005-01-07 06:24:58,topup,1,,,-500,1,motorola-c113
2005-01-07 06:41:54,call,57,15,228,706.8,57,nokia-1100
2005-01-07 07:20:32,call,35,48,674,2089.4,35,nokia-1200
2005-01-07 07:38:15,call,77,28,518,1605.8,77,motorola-c113
2005-01-07 07:39:45,balance inquiry,62,,,0,62,motorola-c113
2005-01-07 07:55:36,call,40,33,1081,3351.1,40,nokia-1100
2005-01-07 08:11:56,call,88,61,232,719.2,88,nokia-1200
2005-01-07 08:30:56,call,80,54,91,282.1,80,nokia-1200
2005-01-07 08:55:26,call,24,10,150,465.0,24,nokia-1200
2005-01-07 09:07:06,call,36,59,211,654.1,36,nokia-1100
2005-01-07 09:08:18,sms,35,14,,50,35,nokia-1200
2005-01-07 09:29:55,balance inquiry,28,,,0,28,motorola-c113
2005-01-07 09:32:21,call,34,24,121,375.1,34,nokia-1100
2005-01-07 09:34:38,call,98,7,1439,4460.9,98,blackberry curve
